ts_utc,message_id,seq,headline
2025-10-16T06:02:07.312000+00:00,1428261709281497229,2,"⚠️ BREAKING: UK GDP ESTIMATE MOM ACTUAL 0.1% (FORECAST 0.1%, PREVIOUS 0.0%) $MACRO UK INDUSTRIAL PRODUCTION MOM ACTUAL 0.4% (FORECAST 0.2%, PREVIOUS -0.9%) $MACRO"
2025-10-16T06:02:07.312000+00:00,1428261709281497229,3,"UK MANUFACTURING PRODUCTION MOM ACTUAL 0.7% (FORECAST 0.2%, PREVIOUS -1.3%) $MACRO"
2025-10-16T06:02:07.312000+00:00,1428261709281497229,4,"UK GDP ESTIMATE 3M/3M ACTUAL 0.3% (FORECAST 0.3%, PREVIOUS 0.2%) $MACRO"
2025-10-16T09:43:07.104000+00:00,1428317324879986749,1,"French Premier Lecornu survives the first no-confidence motion French no-confidence vote: 271 lawmakers vote against government, below 289 needed to oust government"
2025-10-16T12:16:51.674000+00:00,1428356015530967151,1,"CANADIAN HOUSE STARTS, ANNUALIZED ACTUAL 279.234K (FORECAST 257.5K, PREVIOUS 245.8K) $MACRO US Trade Representative Greer: USA and Canada talked about keystone pipeline."
2025-10-16T12:31:33.237000+00:00,1428359713074057318,1,"US PHILLY FED BUSINESS INDEX ACTUAL -12.8 (FORECAST 10, PREVIOUS 23.2) $MACRO"
2025-10-16T13:32:56.741000+00:00,1428375162809483326,1,MOO IMBALANCE S&P 500: 130.2 MLN NASDAQ 100: 14.8 MLN DOW 30: 15.0 MLN MAG 7: -0.7 MLN $MACRO Fed's Waller: It is very rare to seeing falling labour supply and demand at same time. Fed's Waller: We'd be 'hurting' if not for decline in labor supply.
2025-10-16T16:01:47.660000+00:00,1428412621799030996,1,"⚠️ BREAKING: EIA CRUDE OIL INVENTORIES ACTUAL 3.524M (FORECAST 0.25M, PREVIOUS 3.715M) $MACRO"
2025-10-16T16:36:06.195000+00:00,1428421255920488662,1,Traders Fully Price in Two More Fed Rate Cuts by End-2025.
2025-10-16T19:55:23.609000+00:00,1428471408949985343,1,MOC IMBALANCE S&P 500: 2169.8 MLN NASDAQ 100: 740.2 MLN DOW 30: 661.2 MLN MAG 7: 763.7 MLN $MACRO
2025-10-17T09:02:09.408000+00:00,1428669404421427200,1,"EUROZONE CPI MOM FINAL ACTUAL 0.1% (FORECAST 0.1%, PREVIOUS 0.1%) $MACRO"
2025-10-17T09:02:09.408000+00:00,1428669404421427200,2,"⚠️ BREAKING: EUROZONE CPI YOY FINAL ACTUAL 2.2% (FORECAST 2.2%, PREVIOUS 2.2%) $MACRO EUROZONE CPI MOM FINAL ACTUAL 0.1% (FORECAST 0.1%, PREVIOUS 0.1%) $MACRO EUROZONE CORE CPI YOY FINAL ACTUAL 2.4% (FORECAST 2.3%, PREVIOUS 2.3%) $MACRO"
2025-10-17T13:32:02.412000+00:00,1428737322802745477,1,MOO IMBALANCE S&P 500: 133.0 MLN NASDAQ 100: -46.9 MLN DOW 30: 77.3 MLN MAG 7: -30.6 MLN $MACRO
2025-10-17T18:15:35.102000+00:00,1428808679196463219,1,The US house will be on recess next week. IMF's Managing Director Georgieva: There is a very dark cloud of uncertainty holding over the global economy IMF's Managing Director Georgieva: Members agreed on need to carry out regulatory housecleaning to unlock private sector growth.
2025-10-17T19:52:17.991000+00:00,1428833018277269525,1,MOC IMBALANCE S&P 500: 16.9 MLN NASDAQ 100: -376.2 MLN DOW 30: 1.8 MLN MAG 7: -118.8 MLN $MACRO
2025-10-17T20:14:04.871000+00:00,1428838499729145867,1,S&P downgrades France to 'a+/a-1' from ‘aa-/a-1+'; outlook stble.
2025-10-19T23:13:03.863000+00:00,1429608318057316414,1,"⚠️ BREAKING: NEW ZEALAND CPI QOQ ACTUAL 1.0% (FORECAST 0.9%, PREVIOUS 0.5%) $MACRO NEW ZEALAND CPI YOY ACTUAL 3.0% (FORECAST 3%, PREVIOUS 2.7%) $MACRO"
2025-10-20T01:01:43.899000+00:00,1429635665070522521,1,"⚠️ BREAKING: PBOC INTEREST RATE 1 YR ACTUAL 3.00% (FORECAST 3%, PREVIOUS 3.00%) $MACRO"
2025-10-20T01:03:14.316000+00:00,1429636044307038300,1,"PBOC INTEREST RATE 5 YR ACTUAL 3.50% (FORECAST 3.5%, PREVIOUS 3.50%) $MACRO China sets 5-year loan prime rate at 3.50% versus 3.50% one month earlier"
2025-10-20T02:03:32.694000+00:00,1429651220884099113,1,"CHINESE URBAN INVESTMENT YTD YOY ACTUAL -0.5% (FORECAST 0.1%, PREVIOUS 0.5%) $MACRO China Q3 2025 GDP increases 1.1% Q/Q Seasonally Adjusted: Source Poll +0.8% China Q3 2025 GDP Sees 4.8% Year-on-Year Growth: Source Poll China Sept industrial output up 6.5% y/y : Source poll showed 5.0 %"
2025-10-20T02:03:32.694000+00:00,1429651220884099113,2,"CHINESE INDUSTRIAL OUTPUT YOY ACTUAL 6.5% (FORECAST 5%, PREVIOUS 5.2%) $MACRO China September Nationwide Survey-Based Jobless Rate: 5.2% All China Sept new home prices decrease 0.4% m/m according to source calculation RBNZ Q3 Sectoral Factor Model: Inflation 2.7% Year-on-Year"
2025-10-20T02:04:55.427000+00:00,1429651567891451944,1,"CHINESE UNEMPLOYMENT RATE ACTUAL 5.200% (FORECAST 5.3%, PREVIOUS 5.300%) $MACRO Japan ldp, ishin essentially agreed to form coalition government: NHK"
2025-10-20T02:06:14.102000+00:00,1429651897878319134,1,"CHINESE RETAIL SALES YOY ACTUAL 3.0% (FORECAST 3%, PREVIOUS 3.4%) $MACRO"
2025-10-20T02:09:45.878000+00:00,1429652786131370054,1,"⚠️ BREAKING: CHINESE GDP YOY ACTUAL 4.8% (FORECAST 4.7%, PREVIOUS 5.2%) $MACRO CHINESE GDP QOQ SA ACTUAL 1.1% (FORECAST 0.8%, PREVIOUS 1.1%) $MACRO"
2025-10-20T12:48:10.662000+00:00,1429813448040251502,1,WH Sr. Adviser Hassett: I think the shutdown is likely to end sometime this week - CNBC.
2025-10-20T13:32:19.853000+00:00,1429824559552532553,1,MOO IMBALANCE S&P 500: 337.5 MLN NASDAQ 100: -1.5 MLN DOW 30: 52.5 MLN MAG 7: 1.7 MLN $MACRO
2025-10-20T15:56:10.803000+00:00,1429860760380641331,1,Trump on China Trade: Potential 155% tariffs come November 1 unless we make a deal. Trump on China: I expect to work out a fair deal with Xi. Trump: We worked out a very fair deal in South Korea.
2025-10-20T19:52:14.210000+00:00,1429920166015275028,1,MOC IMBALANCE S&P 500: 86.4 MLN NASDAQ 100: 521.6 MLN DOW 30: -221.6 MLN MAG 7: 141.9 MLN $MACRO
2025-10-21T12:31:53.800000+00:00,1430171738649395200,1,"CANADIAN CPI MOM ACTUAL 0.1% (FORECAST -0.1%, PREVIOUS -0.1%) $MACRO"
2025-10-21T12:33:40.961000+00:00,1430172188115472576,1,"⚠️ BREAKING: CANADIAN CPI YOY ACTUAL 2.4% (FORECAST 2.2%, PREVIOUS 1.9%) $MACRO Canadian CPI September Report https://www150.statcan.gc.ca/n1/daily-quotidien/251021/dq251021a-fra.htm?lnk=dai-quo&indid=3665-1&indgeo=0"
2025-10-21T12:39:45.823000+00:00,1430173718457487461,1,Bank of Canada October rate cut chances dip to 74% from 86% before inflation data - Swap Market Data Shows.
2025-10-21T13:32:14.425000+00:00,1430186924651315260,1,MOO IMBALANCE S&P 500: -54.6 MLN NASDAQ 100: -4.4 MLN DOW 30: 2.5 MLN MAG 7: -0.1 MLN $MACRO
2025-10-21T16:03:00.289000+00:00,1430224865755005093,1,Europe and Ukraine are said to ready a 12-point plan to end Russia’s war.
2025-10-21T16:55:39.976000+00:00,1430238118442963217,1,⚠️ BREAKING: Trump: Maybe the meeting won't happen with China’s President Xi.
2025-10-21T19:52:04.990000+00:00,1430282515209261199,1,MOC IMBALANCE S&P 500: -65.8 MLN NASDAQ 100: 105.4 MLN DOW 30: -116.5 MLN MAG 7: -26.5 MLN $MACRO
2025-10-21T23:51:52.247000+00:00,1430342859739103304,1,"JAPANESE TOTAL TRADE BALANCE ACTUAL -234.6B (FORECAST 22.5B, PREVIOUS -242.8B) $MACRO"
2025-10-21T23:51:52.247000+00:00,1430342859739103304,2,"JAPANESE EXPORTS YOY ACTUAL 4.2% (FORECAST 4.4%, PREVIOUS -0.1%) $MACRO"
2025-10-21T23:51:52.247000+00:00,1430342859739103304,3,"JAPANESE IMPORTS YOY ACTUAL 3.3% (FORECAST 0.6%, PREVIOUS -5.2%) $MACRO Japan Sep Exports to EU Up 5% YoY: MOF Japan September exports to Asia increase by 9.2% year/year: MOF"
2025-10-22T06:02:08.171000+00:00,1430436040077869188,1,"UK CORE CPI YOY ACTUAL 3.5% (FORECAST 3.7%, PREVIOUS 3.6%) $MACRO"
2025-10-22T06:02:08.171000+00:00,1430436040077869188,2,"⚠️ BREAKING: UK CPI YOY ACTUAL 3.8% (FORECAST 4%, PREVIOUS 3.8%) $MACRO"
2025-10-22T13:32:37.724000+00:00,1430549410240266313,1,MOO IMBALANCE S&P 500: 119.0 MLN NASDAQ 100: -10.6 MLN DOW 30: -15.5 MLN MAG 7: -13.6 MLN $MACRO
2025-10-22T14:31:51.754000+00:00,1430564316922384495,1,"⚠️ BREAKING: EIA CRUDE OIL INVENTORIES ACTUAL -0.961M (FORECAST 2.181M, PREVIOUS 3.524M) $MACRO EIA GASOLINE INVENTORIES ACTUAL -2.147M (FORECAST -1.653M, PREVIOUS -0.267M) $MACRO EIA DISTILLATE INVENTORIES ACTUAL -1.479M (FORECAST -3.183M, PREVIOUS -4.529M) $MACRO"
2025-10-22T15:02:38.505000+00:00,1430572062757359621,1,"Google unveils quantum computing breakthrough with its Willow chip, with Google's quantum findings released in a Nature paper. $GOOGL"
2025-10-22T16:33:34.672000+00:00,1430594947580559593,1,The Trump Administration is considering a plan to restrict globally produced exports to China made with or containing US software - Sources.
2025-10-22T16:33:34.672000+00:00,1430594947580559593,2,The Trump Administration is considering a plan to restrict globally produced exports to China made with or containing US software - Sources.
2025-10-22T16:35:22.194000+00:00,1430595398560649328,1,The new China export controls under consideration by the US could curb exports on a wide range of goods to China - Sources.
2025-10-22T19:04:57.722000+00:00,1430633044653510689,1,"US lifts key restriction on Ukraine's use of Western long-range missiles, US officials say - WSJ. US lifts key restriction on Ukraine's use of Western long-range missiles, US officials say - WSJ. https://www.wsj.com/politics/national-security/u-s-lifts-key-restriction-on-ukraines-use-of-western-long-range-missiles-5a15c12d"
2025-10-22T19:52:25.795000+00:00,1430644990337613957,1,MOC IMBALANCE S&P 500: 959.2 MLN NASDAQ 100: 907.7 MLN DOW 30: 40.3 MLN MAG 7: 408.2 MLN $MACRO
2025-10-22T20:26:43.229000+00:00,1430653619841138820,1,Trump: The Wall Street Journal story on the US's approval of Ukraine being allowed to use long-range missiles deep into Russia is fake news - Truth Social.
2025-10-22T20:48:18.085000+00:00,1430659050860839013,1,The US is prepared to take further action if needed against Russia - US Treasury Statement.
2025-10-23T12:31:40.237000+00:00,1430896457493254216,1,"CANADIAN RETAIL SALES MOM ACTUAL 1.0% (FORECAST 1%, PREVIOUS -0.8%) $MACRO CANADIAN CORE RETAIL SALES MOM ACTUAL 0.7% (FORECAST 1.3%, PREVIOUS -1.2%) $MACRO"
2025-10-23T13:01:27.379000+00:00,1430903953310224434,1,Chinese State Oil majors suspend seaborne Russian oil purchases due to concerns about Western sanctions - Sources.
2025-10-23T13:24:11.416000+00:00,1430909674495934505,1,Kuwait's Oil Minister: OPEC ready to offset any shortage in the market by rolling back the output cuts.
2025-10-23T13:32:19.584000+00:00,1430911722021191852,1,MOO IMBALANCE S&P 500: 103.8 MLN NASDAQ 100: 4.6 MLN DOW 30: -44.6 MLN MAG 7: 9.2 MLN $MACRO
2025-10-23T14:01:53.323000+00:00,1430919161621512344,1,"US EXISTING HOME SALES ACTUAL 4.06M (FORECAST 4.06M, PREVIOUS 4.00M) $MACRO US EXISTING HOME SALES CHANGE ACTUAL 1.5% (FORECAST 1.5%, PREVIOUS -0.2%) $MACRO"
2025-10-23T15:36:24.168000+00:00,1430942946869641417,1,Russia's Putin on Meeting with Trump: A summit needs to be prepared.
2025-10-23T19:52:12.977000+00:00,1431007324440629250,1,MOC IMBALANCE S&P 500: -3088.0 MLN NASDAQ 100: -1665.5 MLN DOW 30: -984.9 MLN MAG 7: -847.7 MLN $MACRO
2025-10-23T23:31:54.716000+00:00,1431062612661244026,1,"JAPANESE CORE CPI NATIONWIDE YOY ACTUAL 2.9% (FORECAST 2.9%, PREVIOUS 2.7%) $MACRO"
2025-10-23T23:33:45.210000+00:00,1431063076106670191,1,"⚠️ BREAKING: JAPANESE CPI OVERALL NATIONWIDE ACTUAL 2.9% (FORECAST 2.9%, PREVIOUS 2.7%) $MACRO Japan September nationwide core CPI: +2.9% year/year - government according to source poll at +2.9% Japan September CPI excluding fresh food and energy prices up 3.0% year-on-year: govt Japan September Nationwide Overall CPI +2.9% Year-on-Year: Government"
2025-10-24T05:41:04.999000+00:00,1431155517681565727,1,"JAPANESE LEADING INDICATOR CHANGE REV. ACTUAL 1.3 (FORECAST -, PREVIOUS 1.3) $MACRO"
2025-10-24T06:01:55.366000+00:00,1431160762100875375,1,"UK CORE RETAIL SALES MOM ACTUAL 0.6% (FORECAST -0.6%, PREVIOUS 0.8%) $MACRO"
2025-10-24T06:01:55.366000+00:00,1431160762100875375,2,"UK RETAIL SALES YOY ACTUAL 1.5% (FORECAST 0.4%, PREVIOUS 0.7%) $MACRO"
2025-10-24T06:01:55.366000+00:00,1431160762100875375,3,"⚠️ BREAKING: UK RETAIL SALES MOM ACTUAL 0.5% (FORECAST -0.4%, PREVIOUS 0.5%) $MACRO SWEDISH PPI MOM ACTUAL -0.7% (FORECAST -, PREVIOUS 0.5%) $MACRO SWEDISH PPI YOY ACTUAL 0.5% (FORECAST -, PREVIOUS -0.7%) $MACRO UK CORE RETAIL SALES YOY ACTUAL 2.3% (FORECAST 0.6%, PREVIOUS 1.2%) $MACRO"
2025-10-24T07:16:50.593000+00:00,1431179616449466398,1,"⚠️ BREAKING: FRENCH MANUFACTURING PMI FLASH ACTUAL 48.3 (FORECAST 48.2, PREVIOUS 48.2) $MACRO"
2025-10-24T07:31:48.526000+00:00,1431183382653440011,1,"GERMAN COMPOSITE PMI FLASH ACTUAL 53.8 (FORECAST 51.5, PREVIOUS 52.0) $MACRO"
2025-10-24T07:31:48.526000+00:00,1431183382653440011,2,"GERMAN SERVICE PMI FLASH ACTUAL 54.5 (FORECAST 51, PREVIOUS 51.5) $MACRO"
2025-10-24T07:31:48.526000+00:00,1431183382653440011,3,"⚠️ BREAKING: GERMAN MANUFACTURING PMI FLASH ACTUAL 49.6 (FORECAST 49.5, PREVIOUS 49.5) $MACRO"
2025-10-24T08:02:02.058000+00:00,1431190989157961839,1,"EUROZONE MANUFACTURING PMI FLASH ACTUAL 50.0 (FORECAST 49.8, PREVIOUS 49.8) $MACRO"
2025-10-24T08:02:02.058000+00:00,1431190989157961839,2,"EUROZONE SERVICES PMI FLASH ACTUAL 52.6 (FORECAST 51.2, PREVIOUS 51.3) $MACRO EUROZONE COMPOSITE PMI FLASH ACTUAL 52.2 (FORECAST 51.1, PREVIOUS 51.2) $MACRO"
2025-10-24T08:31:49.103000+00:00,1431198484568211559,1,"UK MANUFACTURING PMI FLASH ACTUAL 49.6 (FORECAST 46.6, PREVIOUS 46.2) $MACRO"
2025-10-24T08:31:49.103000+00:00,1431198484568211559,2,"UK COMPOSITE PMI FLASH ACTUAL 51.1 (FORECAST 50.5, PREVIOUS 50.1) $MACRO"
2025-10-24T08:31:49.103000+00:00,1431198484568211559,3,"⚠️ BREAKING: UK SERVICES PMI FLASH ACTUAL 51.1 (FORECAST 51, PREVIOUS 50.8) $MACRO"
2025-10-24T12:32:36.401000+00:00,1431259080927739924,1,"⚠️ BREAKING: US CPI YOY ACTUAL 3% (FORECAST 3.1%, PREVIOUS 2.9%) $MACRO"
2025-10-24T12:34:20.171000+00:00,1431259516170797106,1,"US CORE CPI MOM ACTUAL 0.2% (FORECAST 0.3%, PREVIOUS 0.3%) $MACRO"
2025-10-24T12:34:20.171000+00:00,1431259516170797106,2,"US CORE CPI YOY ACTUAL 3% (FORECAST 3.1%, PREVIOUS 3.1%) $MACRO US CPI September 2025 Report https://www.bls.gov/news.release/cpi.nr0.htm"
2025-10-24T12:34:20.171000+00:00,1431259516170797106,3,"US CPI MOM ACTUAL 0.3% (FORECAST 0.4%, PREVIOUS 0.4%) $MACRO"
2025-10-24T12:34:20.171000+00:00,1431259516170797106,4,Short-term US interest-rate futures rise after CPI data as traders boost bets on Fed rate cuts.
2025-10-24T12:34:20.171000+00:00,1431259516170797106,5,Traders add to bets on two more Fed rate cuts this year.
2025-10-24T12:35:51.589000+00:00,1431259899605684349,1,"US Supercore CPI MoM: 0.35%, vs 0.33% previous. Supercore CPI YoY: 3.18%, vs 3.21% previous."
2025-10-24T13:01:28.346000+00:00,1431266345231847454,1,There will likely not be an inflation release next month - White House
2025-10-24T13:32:35.869000+00:00,1431274178190770196,1,MOO IMBALANCE S&P 500: 289.2 MLN NASDAQ 100: -31.7 MLN DOW 30: 61.1 MLN MAG 7: -14.2 MLN $MACRO
2025-10-24T13:47:02.603000+00:00,1431277813536788651,1,"US S&P MANUFACTURING PMI FLASH ACTUAL 52.2 (FORECAST 52, PREVIOUS 52.0) $MACRO US S&P COMPOSITE PMI FLASH ACTUAL 54.8 (FORECAST 53.5, PREVIOUS 53.9) $MACRO"
2025-10-24T13:47:02.603000+00:00,1431277813536788651,2,"US S&P SERVICES PMI FLASH ACTUAL 55.2 (FORECAST 53.5, PREVIOUS 54.2) $MACRO"
2025-10-24T14:02:53.155000+00:00,1431281800440713347,1,"⚠️ BREAKING: UNIVERSITY MICHIGAN SENTIMENT FINAL ACTUAL 53.6 (FORECAST 54.5, PREVIOUS 55.0) $MACRO UNIVERSITY MICHIGAN CONDITIONS FINAL ACTUAL 58.6 (FORECAST 60.8, PREVIOUS 61.0) $MACRO UNIVERSITY MICHIGAN 1 YR INFLATION FINAL ACTUAL 4.6% (FORECAST 4.6%, PREVIOUS 4.6%) $MACRO WH Sr. Adviser Hassett: There has been some thawing in recent days with China."
2025-10-24T19:52:17.901000+00:00,1431369732958715924,1,MOC IMBALANCE S&P 500: -992.8 MLN NASDAQ 100: -504.2 MLN DOW 30: -87.0 MLN MAG 7: -411.6 MLN $MACRO
2025-10-24T20:41:38.592000+00:00,1431382150996951251,1,"Moody's Ratings changes France's outlook to negative, affirms aa3 ratings."
2025-10-27T09:04:01.082000+00:00,1432293751472259113,1,"⚠️ BREAKING: GERMAN IFO BUSINESS CLIMATE ACTUAL 88.4 (FORECAST 88, PREVIOUS 87.7) $MACRO"
2025-10-27T09:04:01.082000+00:00,1432293751472259113,2,"GERMAN IFO CURRENT CONDITIONS ACTUAL 85.3 (FORECAST 86, PREVIOUS 85.7) $MACRO"
2025-10-27T09:04:01.082000+00:00,1432293751472259113,3,"GERMAN IFO EXPECTATIONS ACTUAL 91.6 (FORECAST 90, PREVIOUS 89.7) $MACRO"
2025-10-27T13:32:27.014000+00:00,1432361304647270482,1,MOO IMBALANCE S&P 500: 289.3 MLN NASDAQ 100: -6.5 MLN DOW 30: 83.6 MLN MAG 7: -22.1 MLN $MACRO
2025-10-27T15:04:04.362000+00:00,1432384362195849308,1,The US Department of energy is building two supercomputers forms $1 billion partnership with AMD. $AMD
2025-10-27T16:29:06.883000+00:00,1432405763719954604,1,OPEC+ is leaning towards another modest oil output increase at its Sunday meeting - Sources.
2025-10-27T16:51:06.853000+00:00,1432411300075409409,1,OPEC+ base case scenario is a small hike for now - Delegates.
2025-10-28T14:02:46.031000+00:00,1432731322023018708,1,"⚠️ BREAKING: US CB CONSUMER CONFIDENCE ACTUAL 94.6 (FORECAST 93.75, PREVIOUS 94.2) $MACRO"
2025-10-28T15:04:48.487000+00:00,1432746935135240335,1,The Federal Communications Commission votes to tighten restrictions on Chinese tech companies selling devices in the United States.
2025-10-28T16:33:37.908000+00:00,1432769288347058268,1,Trump & China’s President Xi are to discuss lowering china tariffs for a fentanyl crackdown - WSJ.
2025-10-28T16:35:29.254000+00:00,1432769755365904426,1,"Trump & China’s President Xi are to discuss lowering china tariffs for a fentanyl crackdown - WSJ. Trump, Xi to Discuss Lowering China Tariffs for Fentanyl Crackdown - WSJ https://www.wsj.com/world/china/trump-xi-to-discuss-lowering-china-tariffs-for-fentanyl-crackdown-8094fe83"
2025-10-28T16:35:29.254000+00:00,1432769755365904426,2,The US would cut in half the 20% levies on Chinese goods imposed in retaliation for the export of chemicals that make deadly synthetic opioids - WSJ
2025-10-28T19:52:39.986000+00:00,1432819377052586067,1,MOC IMBALANCE S&P 500: -914.8 MLN NASDAQ 100: -327.7 MLN DOW 30: -410.2 MLN MAG 7: -142.4 MLN $MACRO
2025-10-29T00:31:53.978000+00:00,1432889648388243518,1,"RBA TRIMMED MEAN CPI YOY ACTUAL 3.0% (FORECAST 2.7%, PREVIOUS 2.7%) $MACRO RBA WEIGHTED MEDIAN CPI QOQ ACTUAL 1.0% (FORECAST 0.9%, PREVIOUS 0.6%) $MACRO"
2025-10-29T00:31:53.978000+00:00,1432889648388243518,2,"RBA TRIMMED MEAN CPI QOQ ACTUAL 1.0% (FORECAST 0.8%, PREVIOUS 0.6%) $MACRO RBA WEIGHTED MEAN CPI YOY ACTUAL 2.8% (FORECAST 2.7%, PREVIOUS 2.7%) $MACRO"
2025-10-29T00:31:53.978000+00:00,1432889648388243518,3,"⚠️ BREAKING: AUSTRALIAN CPI QOQ ACTUAL 1.3% (FORECAST 1.1%, PREVIOUS 0.7%) $MACRO Australia Q3 RBA Trimmed Mean CPI 3% yr/yr According to source poll 2.7% Australia Sept CPI Up 3.5% YoY ABS Australia Q3 RBA trimmed mean CPI +1% q/q: According to source poll +0.8% Australia September Monthly Trimmed Mean CPI up 2.8% Year-on-Year according to ABS Australia Q3 CPI (All Groups) +3.2% yr/yr: According to source poll +3.0%"
2025-10-29T00:33:26.863000+00:00,1432890037975912489,1,"AUSTRALIAN CPI YOY NSA ACTUAL 3.5% (FORECAST 3.1%, PREVIOUS 3%) $MACRO AUSTRALIAN CPI MOM SA ACTUAL 0.30% (FORECAST -, PREVIOUS 0.10%) $MACRO"
2025-10-29T13:34:02.379000+00:00,1433086480368013323,1,MOO IMBALANCE S&P 500: -226.7 MLN NASDAQ 100: -23.4 MLN DOW 30: -72.7 MLN MAG 7: -0.3 MLN $MACRO
2025-10-29T13:47:00.265000+00:00,1433089743058636800,1,"⚠️ BREAKING: BOC RATE DECISION ACTUAL 2.25% (FORECAST 2.25%, PREVIOUS 2.50%) $MACRO"
2025-10-29T14:31:57.184000+00:00,1433101054756786216,1,"EIA CRUDE OIL INVENTORIES ACTUAL -6.858M (FORECAST 1.203M, PREVIOUS -0.961M) $MACRO"
2025-10-29T18:04:27.625000+00:00,1433154533982339212,1,"⚠️ BREAKING: US INTEREST RATE DECISION ACTUAL 4% (FORECAST 4%, PREVIOUS 4.25%) $MACRO Fed: Inflation has moved up since earlier in the year and remains somewhat elevated."
2025-10-29T18:06:37.758000+00:00,1433155079799836823,1,"Fed: Vote in favor of policy was 10-2, with fed governor Miran preferring a half-percentage point cut and Kansas City Fed president Schmid preferring no cut. FOMC Rate Statement https://www.federalreserve.gov/newsevents/pressreleases/monetary20251029a.htm"
2025-10-29T18:06:37.758000+00:00,1433155079799836823,2,"Fed: Beginning December 1st, we will rollover all maturing Treasury principal payments."
2025-10-29T18:06:37.758000+00:00,1433155079799836823,3,Fed to conclude aggregate balance sheet drawdown on December 1st.
2025-10-29T18:08:24.773000+00:00,1433155528653148310,1,"Fed: Beginning December 1st, we will reinvest all mortgage-backed securities principal payments into Treasury bills."
2025-10-29T18:38:43.538000+00:00,1433163157106331720,1,Fed's Powell: Strongly differing views at meeting about how to proceed.
2025-10-29T18:38:43.538000+00:00,1433163157106331720,2,"⚠️ BREAKING: Fed's Powell: December cut is not for sure, far from it."
2025-10-29T18:42:39.124000+00:00,1433164145225760788,1,Rate futures drop as Powell stated that a December rate cut is not a foregone conclusion.
2025-10-29T18:44:44.089000+00:00,1433164669367095356,1,"Fed's Powell: Today's cut was risk management, going forward is a different thing."
2025-10-29T18:44:44.089000+00:00,1433164669367095356,2,"Traders pare bets on a December Fed rate cut, now see 71% chance, down from 90% previously. Fed's Powell: We can't address both employment, inflation risks with our one tool. Brent crude futures settle at $64.92/bbl, up 52 cents, 0.81%. Fed's Powell: Policymakers have different forecasts and have different risk tolerance."
2025-10-29T19:04:51.540000+00:00,1433169733783654424,1,Fed's Powell: Fed rate is now in the range of many estimates of neutral.
2025-10-29T19:07:00.001000+00:00,1433170272588009646,1,Fed's Powell: There is a growing chorus of feeling we should maybe wait a cycle.
2025-10-29T19:52:31.052000+00:00,1433181727446143137,1,MOC IMBALANCE S&P 500: 1540.1 MLN NASDAQ 100: 1214.4 MLN DOW 30: 958.2 MLN MAG 7: 787.1 MLN $MACRO
2025-10-30T02:20:11.554000+00:00,1433279289062723735,1,"China’s President Xi, in a meeting with Trump via translator: Trade teams have reached a basis consensus. Trump: China also promoting peace talks for other hot spot issues - live stream"
2025-10-30T03:19:09.612000+00:00,1433294128753545219,1,"⚠️ BREAKING: BOJ RATE DECISION ACTUAL 0.5% (FORECAST 0.5%, PREVIOUS 0.50%) $MACRO BOJ: Exports, Output Moving Sideways as Trend BOJ report on risks: High uncertainties remain over the global economy outlook oj: Japan economy likely to slow growth due to impact of trade policy, overseas slowdown"
2025-10-30T06:08:19.263000+00:00,1433336699475329044,1,"⚠️ BREAKING: GERMAN UNEMPLOYMENT CHANGE SA ACTUAL 14K (FORECAST 8K, PREVIOUS -7K) $MACRO"
2025-10-30T06:31:51.369000+00:00,1433342622277046312,1,"FRENCH GDP QOQ PRELIM ACTUAL 0.5% (FORECAST 0.2%, PREVIOUS 0.3%) $MACRO"
2025-10-30T08:13:04.293000+00:00,1433368093966598205,1,"Trump: China has agreed to continue flow of rare earth, critical minerals, magnets, etc., openly and freely."
2025-10-30T08:57:09.100000+00:00,1433379187091308676,1,"GERMAN UNEMPLOYMENT RATE ACTUAL 6.3% (FORECAST 6.3%, PREVIOUS 6.3%) $MACRO GERMAN UNEMPLOYMENT TOTAL SA ACTUAL 2.973M (FORECAST -, PREVIOUS 2.976M) $MACRO German October seasonally adjusted jobless change 2.973 million labor office German October seasonally adjusted jobless rate stable at 6.3% German October seasonally adjusted jobless change compared with source consensus forecast of 8,000 German October jobless total drops to 2.910 million compared to 2.955 million in September: Labour Office"
2025-10-30T09:04:29.276000+00:00,1433381033323266141,1,"⚠️ BREAKING: GERMAN GDP QOQ FLASH ACTUAL 0% (FORECAST 0%, PREVIOUS -0.3%) $MACRO"
2025-10-30T09:04:29.276000+00:00,1433381033323266141,2,"GERMAN GDP YOY NSA FLASH ACTUAL 0.3% (FORECAST 0.2%, PREVIOUS -0.2%) $MACRO GERMAN GDP YOY SA FLASH ACTUAL 0.3% (FORECAST 0.2%, PREVIOUS 0.2%) $MACRO ITALIAN GDP PRELIM YOY ACTUAL 0.4% (FORECAST -, PREVIOUS 0.4%) $MACRO ITALIAN GDP PRELIM QOQ ACTUAL 0.0% (FORECAST 0.1%, PREVIOUS -0.1%) $MACRO"
2025-10-30T10:02:10.860000+00:00,1433395552258883676,1,"EUROZONE UNEMPLOYMENT RATE ACTUAL 6.3% (FORECAST 6.3%, PREVIOUS 6.3%) $MACRO"
2025-10-30T10:02:10.860000+00:00,1433395552258883676,2,"EUROZONE GDP YOY PRELIM FLASH ACTUAL 1.3% (FORECAST 1.2%, PREVIOUS 1.5%) $MACRO"
